"seqnames"	"start"	"end"	"width"	"strand"	"sampleName"	"median"	"mean"	"CN"
"245"	"chrA"	87450001	90625000	3175000	"*"	"S_29"	9.33422411249697e-54	1.56948821853298e-08	"CN2"
"246"	"chrA"	90625001	90800000	175000	"*"	"S_29"	-5.32192809488736	-5.32192809488678	"CN0"
"247"	"chrA"	90800001	125000000	34200000	"*"	"S_29"	5.72307831670028e-53	2.41156526554045e-06	"CN2"
"248"	"chrA"	1	50700000	50700000	"*"	"S_30"	7.58782275032836e-53	0.000532166265565616	"CN2"
"249"	"chrA"	50700001	50850000	150000	"*"	"S_30"	-0.999999861967252	-0.999996589077026	"CN1"
"250"	"chrA"	50850001	53300000	2450000	"*"	"S_30"	2.16747863625061e-52	0.00551528474444219	"CN2"
"251"	"chrA"	53300001	53400000	100000	"*"	"S_30"	-0.999995709213838	-0.999995524122263	"CN1"
"252"	"chrA"	53400001	53800000	400000	"*"	"S_30"	3.5235800690277e-48	3.47903881232804e-28	"CN2"
"253"	"chrA"	53800001	53900000	100000	"*"	"S_30"	-0.999997680979871	-0.999993532044143	"CN1"
"254"	"chrA"	53900001	65475000	11575000	"*"	"S_30"	2.92183707960205e-53	0.00131289638067886	"CN2"
"255"	"chrA"	65475001	65550000	75000	"*"	"S_30"	-0.999980312757495	-0.666657694557616	"CN2"
"256"	"chrA"	65550001	125000000	59450000	"*"	"S_30"	1.03960722483301e-53	0.000104960879218334	"CN2"
"257"	"chrA"	1	30025000	30025000	"*"	"S_31"	6.87991729567503e-53	2.475925466384e-07	"CN2"
"258"	"chrA"	30025001	30125000	100000	"*"	"S_31"	-0.999999264338895	-0.999790903729674	"CN1"
"259"	"chrA"	30125001	40750000	10625000	"*"	"S_31"	5.62799376918056e-53	-0.000200468190670845	"CN2"
"260"	"chrA"	40750001	40825000	75000	"*"	"S_31"	0.179928185484441	0.25457370580238	"CN2"
"261"	"chrA"	40825001	101150000	60325000	"*"	"S_31"	7.52599775827746e-54	-0.000237107832953094	"CN2"
"262"	"chrA"	101150001	101300000	150000	"*"	"S_31"	-0.175113805241892	-0.360958298131407	"CN2"
"263"	"chrA"	101300001	125000000	23700000	"*"	"S_31"	4.3619613276221e-53	1.50694734304169e-06	"CN2"
"264"	"chrA"	1	18850000	18850000	"*"	"S_32"	9.9409235013819e-53	-3.31935239913016e-08	"CN2"
"265"	"chrA"	18850001	19000000	150000	"*"	"S_32"	-0.999998784500289	-0.939014426875735	"CN1"
"266"	"chrA"	19000001	65475000	46475000	"*"	"S_32"	7.10503961317114e-53	-3.99460421372622e-05	"CN2"
"267"	"chrA"	65475001	65550000	75000	"*"	"S_32"	-5.32192809488736	-3.54795206325856	"CN0"
"268"	"chrA"	65550001	87375000	21825000	"*"	"S_32"	2.69928578270741e-54	7.41366119235652e-08	"CN2"
"269"	"chrA"	87375001	87450000	75000	"*"	"S_32"	-0.999998045752647	-0.99999864106041	"CN1"
"270"	"chrA"	87450001	125000000	37550000	"*"	"S_32"	3.78008077189722e-53	-0.000198430823280592	"CN2"
"271"	"chrA"	1	40750000	40750000	"*"	"S_33"	6.23059566634092e-53	-0.000143230124079376	"CN2"
"272"	"chrA"	40750001	40825000	75000	"*"	"S_33"	0.58033595729993	0.388410153412005	"CN2"
"273"	"chrA"	40825001	48575000	7750000	"*"	"S_33"	1.77124384105857e-53	1.4894649009429e-09	"CN2"
"274"	"chrA"	48575001	48650000	75000	"*"	"S_33"	-0.999855764660099	-0.99859455703013	"CN1"
"275"	"chrA"	48650001	50700000	2050000	"*"	"S_33"	1.27066869710918e-51	1.28972311346416e-07	"CN2"
"276"	"chrA"	50700001	50850000	150000	"*"	"S_33"	-0.999996793764753	-0.999824021220269	"CN1"
"277"	"chrA"	50850001	87950000	37100000	"*"	"S_33"	1.22063432061257e-53	0.000316283125353735	"CN2"
"278"	"chrA"	87950001	88125000	175000	"*"	"S_33"	-0.999998928985623	-0.999964334971364	"CN1"
"279"	"chrA"	88125001	90625000	2500000	"*"	"S_33"	7.28231224355829e-52	3.71565092447743e-10	"CN2"
"280"	"chrA"	90625001	90800000	175000	"*"	"S_33"	-5.32192809488736	-5.32192809488736	"CN0"
"281"	"chrA"	90800001	125000000	34200000	"*"	"S_33"	4.02254396562196e-53	0.000124843661696667	"CN2"
"282"	"chrA"	1	30025000	30025000	"*"	"S_34"	1.33484345050616e-52	-0.000358266898299526	"CN2"
"283"	"chrA"	30025001	30125000	100000	"*"	"S_34"	-0.999991070058412	-0.999880474126075	"CN1"
"284"	"chrA"	30125001	70625000	40500000	"*"	"S_34"	2.14689291380467e-53	-0.000179086195189616	"CN2"
"285"	"chrA"	70625001	70750000	125000	"*"	"S_34"	-5.32192809488736	-5.32192809486214	"CN0"
"286"	"chrA"	70750001	125000000	54250000	"*"	"S_34"	1.04768753327264e-53	0.000318745005131564	"CN2"
"287"	"chrA"	1	110625000	110625000	"*"	"S_35"	2.12612500060899e-53	0.000124551107219909	"CN2"
"288"	"chrA"	110625001	110725000	100000	"*"	"S_35"	0.584360148467954	0.551374296649453	"CN3"
"289"	"chrA"	110725001	125000000	14275000	"*"	"S_35"	1.15847245481326e-53	0.000942594757456837	"CN2"
"290"	"chrA"	1	50350000	50350000	"*"	"S_36"	1.07357787921405e-52	3.46142340272031e-06	"CN2"
"291"	"chrA"	50350001	50450000	100000	"*"	"S_36"	-0.99999918417775	-0.999946383751135	"CN1"
"292"	"chrA"	50450001	50700000	250000	"*"	"S_36"	9.47837741507895e-44	3.03617205368298e-36	"CN2"
"293"	"chrA"	50700001	50850000	150000	"*"	"S_36"	-5.32192809488736	-5.32192809488736	"CN0"
"294"	"chrA"	50850001	53800000	2950000	"*"	"S_36"	7.55089405755828e-54	-4.65384038775875e-05	"CN2"
"295"	"chrA"	53800001	53900000	100000	"*"	"S_36"	-5.32192809488662	-5.32192809488603	"CN0"
"296"	"chrA"	53900001	70625000	16725000	"*"	"S_36"	1.58212396472767e-52	0.00129157297204398	"CN2"
"297"	"chrA"	70625001	70750000	125000	"*"	"S_36"	-5.32192809488736	-5.32192809486224	"CN0"
"298"	"chrA"	70750001	125000000	54250000	"*"	"S_36"	2.4850744786553e-53	0.000170480619891093	"CN2"
"299"	"chrA"	1	48575000	48575000	"*"	"S_37"	4.91446493049481e-53	0.00018885390006852	"CN2"
"300"	"chrA"	48575001	48650000	75000	"*"	"S_37"	-5.32192809488736	-5.32192809488736	"CN0"
"301"	"chrA"	48650001	87375000	38725000	"*"	"S_37"	6.3465600521927e-54	0.000335518786921662	"CN2"
"302"	"chrA"	87375001	87450000	75000	"*"	"S_37"	-0.998495151967575	-0.998389386015222	"CN1"
"303"	"chrA"	87450001	90625000	3175000	"*"	"S_37"	1.54336835348048e-53	1.72685888498027e-07	"CN2"
"304"	"chrA"	90625001	90800000	175000	"*"	"S_37"	-0.999997777789828	-0.999924558474033	"CN1"
"305"	"chrA"	90800001	125000000	34200000	"*"	"S_37"	7.07667278305071e-53	0.000523991130787732	"CN2"
"306"	"chrA"	1	1775000	1775000	"*"	"S_38"	5.06155932669827e-52	1.99417790322129e-09	"CN2"
"307"	"chrA"	1775001	1850000	75000	"*"	"S_38"	-5.32192809488736	-5.32192809488326	"CN0"
"308"	"chrA"	1850001	5525000	3675000	"*"	"S_38"	1.22197432518677e-52	2.15723191649589e-06	"CN2"
"309"	"chrA"	5525001	5600000	75000	"*"	"S_38"	-0.999925960409025	-0.666641986858827	"CN2"
"310"	"chrA"	5600001	18850000	13250000	"*"	"S_38"	1.01359209046758e-52	0.000241681817537455	"CN2"
"311"	"chrA"	18850001	19000000	150000	"*"	"S_38"	-0.999705625348216	-0.997614944955269	"CN1"
"312"	"chrA"	19000001	87950000	68950000	"*"	"S_38"	1.97478399325915e-53	0.000190690344045454	"CN2"
"313"	"chrA"	87950001	88125000	175000	"*"	"S_38"	-0.999979131087374	-0.99414842408094	"CN1"
"314"	"chrA"	88125001	125000000	36875000	"*"	"S_38"	2.27465108582299e-53	-0.000998173479054232	"CN2"
"315"	"chrA"	1	5525000	5525000	"*"	"S_39"	9.58897513884247e-53	0.00263959226436665	"CN2"
"316"	"chrA"	5525001	5600000	75000	"*"	"S_39"	-5.32192809488736	-3.54795206325824	"CN0"
"317"	"chrA"	5600001	50350000	44750000	"*"	"S_39"	2.02064515053181e-52	-0.000501424210524811	"CN2"
"318"	"chrA"	50350001	50450000	100000	"*"	"S_39"	-0.999928114606786	-0.946532936619968	"CN1"
"319"	"chrA"	50450001	125000000	74550000	"*"	"S_39"	8.12414332606424e-54	-0.000310872541215568	"CN2"
"320"	"chrA"	1	1775000	1775000	"*"	"S_40"	5.09914811901719e-53	9.82948604864878e-05	"CN2"
"321"	"chrA"	1775001	1850000	75000	"*"	"S_40"	-0.999980420590372	-0.992734477678651	"CN1"
"322"	"chrA"	1850001	30025000	28175000	"*"	"S_40"	1.76927499982924e-52	2.46740601120438e-11	"CN2"
"323"	"chrA"	30025001	30125000	100000	"*"	"S_40"	-0.999999710611106	-0.999443948603981	"CN1"
"324"	"chrA"	30125001	110625000	80500000	"*"	"S_40"	1.48745376056156e-53	0.000354236912913406	"CN2"
"325"	"chrA"	110625001	110725000	100000	"*"	"S_40"	0.792265639641011	0.792214979166986	"CN4"
"326"	"chrA"	110725001	125000000	14275000	"*"	"S_40"	1.4391390205566e-53	0.00100822692351392	"CN2"
